api_number,production_month,production_year,production_quarter,oil_and_gas_group,production,operator,basin,shale_play,well_name,well_length_ft
33-053-05101-0000,2024-11-01,2024,Q4,O,1168.123,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05101-0000,
33-053-05105-0000,2024-05-01,2024,Q2,O,1494.223,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05105-0000,
33-053-05105-0000,2024-06-01,2024,Q2,O,1438.579,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05105-0000,
33-053-05106-0000,2024-05-01,2024,Q2,O,1405.728,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05106-0000,
33-053-05106-0000,2024-07-01,2024,Q3,G,15.263833,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05106-0000,
33-053-05106-0000,2024-08-01,2024,Q3,G,15.185,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05106-0000,
33-053-05114-0000,2024-05-01,2024,Q2,O,1222.981,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05114-0000,
33-053-05114-0000,2024-07-01,2024,Q3,G,584.19531,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05114-0000,
33-053-05116-0000,2024-08-01,2024,Q3,O,441.16501,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05116-0000,
33-053-05116-0000,2024-11-01,2024,Q4,G,301.00201,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05116-0000,
33-053-05116-0000,2024-12-01,2024,Q4,G,308.11633,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05116-0000,
33-053-05117-0000,2024-02-01,2024,Q1,O,1978.401,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05117-0000,
33-053-05121-0000,2024-01-01,2024,Q1,O,2823.9221,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05121-0000,
33-053-05121-0000,2024-02-01,2024,Q1,G,97.866669,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05121-0000,
33-053-05121-0000,2024-08-01,2024,Q3,G,101.635,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05121-0000,
33-053-05121-0000,2024-09-01,2024,Q3,O,2580.7319,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05121-0000,
33-053-05132-0000,2024-01-01,2024,Q1,O,2793.792,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05132-0000,
33-053-05133-0000,2024-01-01,2024,Q1,O,585.27197,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05133-0000,
33-053-05133-0000,2024-06-01,2024,Q2,G,127.26117,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05133-0000,
33-053-05133-0000,2024-09-01,2024,Q3,G,125.63834,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05133-0000,
33-053-05149-0000,2024-02-01,2024,Q1,O,1335.939,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05149-0000,
33-053-05149-0000,2024-03-01,2024,Q1,G,825.99664,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05149-0000,
33-053-05149-0000,2024-05-01,2024,Q2,G,128.4785,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05149-0000,
33-053-05149-0000,2024-06-01,2024,Q2,O,1326.342,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05149-0000,
33-053-05149-0000,2024-10-01,2024,Q4,G,125.10316,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05149-0000,
33-053-05149-0000,2024-11-01,2024,Q4,G,765.98151,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05149-0000,
33-053-05158-0000,2024-01-01,2024,Q1,O,2928.262,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05158-0000,
33-053-05158-0000,2024-03-01,2024,Q1,O,2887.408,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05158-0000,
33-053-05158-0000,2024-06-01,2024,Q2,O,2736.5769,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05158-0000,
33-053-05158-0000,2024-08-01,2024,Q3,O,2788.7161,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05158-0000,
33-053-05165-0000,2024-01-01,2024,Q1,G,43.745667,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05165-0000,
33-053-05165-0000,2024-03-01,2024,Q1,O,4737.0391,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05165-0000,
33-053-05165-0000,2024-11-01,2024,Q4,G,306.64734,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05165-0000,
33-053-05165-0000,2024-12-01,2024,Q4,O,4441.8408,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05165-0000,
33-053-05184-0000,2024-01-01,2024,Q1,G,913.93317,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05184-0000,
33-053-05184-0000,2024-08-01,2024,Q3,O,1453.3051,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05184-0000,
33-053-05186-0000,2024-01-01,2024,Q1,O,1466.207,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05186-0000,
33-053-05186-0000,2024-05-01,2024,Q2,G,361.30234,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05186-0000,
33-053-05186-0000,2024-07-01,2024,Q3,O,1390.993,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05186-0000,
33-053-05186-0000,2024-09-01,2024,Q3,G,964.57166,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05186-0000,
33-053-05186-0000,2024-09-01,2024,Q3,O,1323.511,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05186-0000,
33-053-05191-0000,2024-08-01,2024,Q3,O,855.56799,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05191-0000,
33-053-05208-0000,2024-04-01,2024,Q2,G,440.49365,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05208-0000,
33-053-05208-0000,2024-05-01,2024,Q2,G,853.88953,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05208-0000,
33-053-05208-0000,2024-07-01,2024,Q3,O,2753.1731,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05208-0000,
33-053-05208-0000,2024-11-01,2024,Q4,G,806.85468,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05208-0000,
33-053-05211-0000,2024-05-01,2024,Q2,O,1535.293,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05211-0000,
33-053-05211-0000,2024-09-01,2024,Q3,G,886.526,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05211-0000,
33-053-05212-0000,2024-05-01,2024,Q2,O,1560.928,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05212-0000,
33-053-05216-0000,2024-10-01,2024,Q4,O,1423.38,SM ENERGY COMPANY,Three Forks,Three Forks,33-053-05216-0000,
33-053-05216-0000,2024-12-01,2024,Q4,G,503.526,SM ENERGY COMPANY,Three Forks,Three Forks,33-053-05216-0000,
33-053-05235-0000,2024-04-01,2024,Q2,G,963.82849,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05235-0000,
33-053-05235-0000,2024-10-01,2024,Q4,G,31.5355,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05235-0000,
33-053-05236-0000,2024-07-01,2024,Q3,G,76.146667,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-05236-0000,
33-053-05236-0000,2024-09-01,2024,Q3,O,1255.312,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-05236-0000,
33-053-05236-0000,2024-11-01,2024,Q4,O,1237.848,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-05236-0000,
33-053-05237-0000,2024-01-01,2024,Q1,O,1634.916,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05237-0000,
33-053-05237-0000,2024-03-01,2024,Q1,O,1611.0861,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05237-0000,
33-053-05237-0000,2024-05-01,2024,Q2,O,1587.62,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05237-0000,
33-053-05237-0000,2024-10-01,2024,Q4,G,42.523335,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05237-0000,
33-053-05237-0000,2024-11-01,2024,Q4,G,40.9715,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05237-0000,
33-053-05250-0000,2024-05-01,2024,Q2,O,783.30103,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05250-0000,
33-053-05250-0000,2024-11-01,2024,Q4,O,691.64099,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05250-0000,
33-053-05256-0000,2024-10-01,2024,Q4,G,379.29382,SM ENERGY COMPANY,Three Forks,Three Forks,33-053-05256-0000,
33-053-05259-0000,2024-04-01,2024,Q2,G,10.016334,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05259-0000,
33-053-05259-0000,2024-06-01,2024,Q2,G,9.7891665,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05259-0000,
33-053-05259-0000,2024-07-01,2024,Q3,G,411.80783,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05259-0000,
33-053-05259-0000,2024-10-01,2024,Q4,G,9.6693335,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05259-0000,
33-053-05271-0000,2024-02-01,2024,Q1,O,1219.821,XTO ENERGY INC,Bakken,Bakken,33-053-05271-0000,
33-053-05271-0000,2024-05-01,2024,Q2,G,36.374668,XTO ENERGY INC,Bakken,Bakken,33-053-05271-0000,
33-053-05271-0000,2024-07-01,2024,Q3,G,2232.5325,XTO ENERGY INC,Bakken,Bakken,33-053-05271-0000,
33-053-05271-0000,2024-09-01,2024,Q3,G,34.526833,XTO ENERGY INC,Bakken,Bakken,33-053-05271-0000,
33-053-05271-0000,2024-09-01,2024,Q3,O,1211.4871,XTO ENERGY INC,Bakken,Bakken,33-053-05271-0000,
33-053-05271-0000,2024-10-01,2024,Q4,G,2200.5774,XTO ENERGY INC,Bakken,Bakken,33-053-05271-0000,
33-053-05271-0000,2024-12-01,2024,Q4,G,35.174835,XTO ENERGY INC,Bakken,Bakken,33-053-05271-0000,
33-053-05290-0000,2024-05-01,2024,Q2,O,1061.993,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05290-0000,
33-053-05290-0000,2024-06-01,2024,Q2,G,315.315,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05290-0000,
33-053-05290-0000,2024-12-01,2024,Q4,G,115.56834,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05290-0000,
33-053-05292-0000,2024-05-01,2024,Q2,O,554.38702,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05292-0000,
33-053-05292-0000,2024-08-01,2024,Q3,G,192.05817,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05292-0000,
33-053-05294-0000,2024-06-01,2024,Q2,G,902.12653,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05294-0000,
33-053-05294-0000,2024-08-01,2024,Q3,O,1483.861,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05294-0000,
33-053-05294-0000,2024-10-01,2024,Q4,G,45.883999,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05294-0000,
33-053-05317-0000,2024-11-01,2024,Q4,O,1140.373,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-05317-0000,
33-053-05317-0000,2024-12-01,2024,Q4,O,1173.25,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-05317-0000,
33-053-05318-0000,2024-05-01,2024,Q2,G,60.317165,MARATHON OIL COMPANY,Three Forks,Three Forks,33-053-05318-0000,
33-053-05327-0000,2024-03-01,2024,Q1,O,952.60901,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05327-0000,
33-053-05327-0000,2024-05-01,2024,Q2,O,938.67297,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05327-0000,
33-053-05327-0000,2024-12-01,2024,Q4,O,893.15399,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05327-0000,
33-053-05332-0000,2024-04-01,2024,Q2,O,963.56799,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05332-0000,
33-053-05332-0000,2024-08-01,2024,Q3,O,966.34497,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05332-0000,
33-053-05332-0000,2024-12-01,2024,Q4,G,397.7045,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05332-0000,
33-053-05333-0000,2024-02-01,2024,Q1,G,241.70033,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05333-0000,
33-053-05333-0000,2024-02-01,2024,Q1,O,3443.8479,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05333-0000,
33-053-05333-0000,2024-03-01,2024,Q1,G,256.64435,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05333-0000,
33-053-05333-0000,2024-10-01,2024,Q4,G,245.43634,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05333-0000,
33-053-05386-0000,2024-01-01,2024,Q1,O,507.811,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05386-0000,
33-053-05386-0000,2024-08-01,2024,Q3,O,433.11801,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05386-0000,
33-053-05386-0000,2024-09-01,2024,Q3,O,410.10501,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05386-0000,
33-053-05386-0000,2024-10-01,2024,Q4,O,414.39401,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05386-0000,
33-053-05386-0000,2024-11-01,2024,Q4,G,113.369,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05386-0000,
33-053-05386-0000,2024-12-01,2024,Q4,G,116.5535,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05386-0000,
33-053-05386-0000,2024-12-01,2024,Q4,O,396.70901,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05386-0000,
33-053-05401-0000,2024-01-01,2024,Q1,G,3655.8855,HESS CORPORATION,Bakken,Bakken,33-053-05401-0000,
33-053-05401-0000,2024-01-01,2024,Q1,O,7412.5659,HESS CORPORATION,Bakken,Bakken,33-053-05401-0000,
33-053-05403-0000,2024-02-01,2024,Q1,O,895.96698,"HRC OPERATING, LLC",Bakken,Bakken,33-053-05403-0000,
33-053-05403-0000,2024-12-01,2024,Q4,O,900.03003,"HRC OPERATING, LLC",Bakken,Bakken,33-053-05403-0000,
33-053-05404-0000,2024-02-01,2024,Q1,O,694.57501,"HRC OPERATING, LLC",Three Forks,Three Forks,33-053-05404-0000,
33-053-05404-0000,2024-04-01,2024,Q2,O,709.38,"HRC OPERATING, LLC",Three Forks,Three Forks,33-053-05404-0000,
33-053-05404-0000,2024-07-01,2024,Q3,G,24.863501,"HRC OPERATING, LLC",Three Forks,Three Forks,33-053-05404-0000,
33-053-05404-0000,2024-07-01,2024,Q3,O,719.297,"HRC OPERATING, LLC",Three Forks,Three Forks,33-053-05404-0000,
33-053-05404-0000,2024-10-01,2024,Q4,G,432.14816,"HRC OPERATING, LLC",Three Forks,Three Forks,33-053-05404-0000,
33-053-05405-0000,2024-03-01,2024,Q1,G,486.51767,"HRC OPERATING, LLC",Bakken,Bakken,33-053-05405-0000,
33-053-05405-0000,2024-06-01,2024,Q2,O,828.18298,"HRC OPERATING, LLC",Bakken,Bakken,33-053-05405-0000,
33-053-05405-0000,2024-07-01,2024,Q3,G,476.45618,"HRC OPERATING, LLC",Bakken,Bakken,33-053-05405-0000,
33-053-05405-0000,2024-10-01,2024,Q4,G,469.20999,"HRC OPERATING, LLC",Bakken,Bakken,33-053-05405-0000,
33-053-05405-0000,2024-11-01,2024,Q4,O,803.45502,"HRC OPERATING, LLC",Bakken,Bakken,33-053-05405-0000,
33-053-05405-0000,2024-12-01,2024,Q4,O,825.276,"HRC OPERATING, LLC",Bakken,Bakken,33-053-05405-0000,
33-053-05417-0000,2024-04-01,2024,Q2,O,1356.264,XTO ENERGY INC,Bakken,Bakken,33-053-05417-0000,
33-053-05417-0000,2024-05-01,2024,Q2,G,1592.4185,XTO ENERGY INC,Bakken,Bakken,33-053-05417-0000,
33-053-05417-0000,2024-07-01,2024,Q3,O,1377.325,XTO ENERGY INC,Bakken,Bakken,33-053-05417-0000,
33-053-05421-0000,2024-02-01,2024,Q1,O,737.78998,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05421-0000,
33-053-05421-0000,2024-11-01,2024,Q4,O,721.47498,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05421-0000,
33-053-05424-0000,2024-05-01,2024,Q2,O,707.97101,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05424-0000,
33-053-05424-0000,2024-09-01,2024,Q3,O,668.099,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05424-0000,
33-053-05424-0000,2024-12-01,2024,Q4,G,70.2995,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05424-0000,
33-053-05438-0000,2024-11-01,2024,Q4,G,13.608,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-05438-0000,
33-053-05438-0000,2024-11-01,2024,Q4,O,707.198,OASIS PETROLEUM NORTH AMERICA LLC,Bakken,Bakken,33-053-05438-0000,
33-053-05451-0000,2024-01-01,2024,Q1,O,1118.0811,HESS CORPORATION,Bakken,Bakken,33-053-05451-0000,
33-053-05451-0000,2024-02-01,2024,Q1,G,24.077168,HESS CORPORATION,Bakken,Bakken,33-053-05451-0000,
33-053-05451-0000,2024-06-01,2024,Q2,O,1020.153,HESS CORPORATION,Bakken,Bakken,33-053-05451-0000,
33-053-05453-0000,2024-04-01,2024,Q2,G,2.053,HESS CORPORATION,Bakken,Bakken,33-053-05453-0000,
33-053-05453-0000,2024-08-01,2024,Q3,O,1873.464,HESS CORPORATION,Bakken,Bakken,33-053-05453-0000,
33-053-05453-0000,2024-12-01,2024,Q4,G,2.0158334,HESS CORPORATION,Bakken,Bakken,33-053-05453-0000,
33-053-05455-0000,2024-01-01,2024,Q1,O,1613.026,HESS CORPORATION,Bakken,Bakken,33-053-05455-0000,
33-053-05455-0000,2024-02-01,2024,Q1,O,1492.274,HESS CORPORATION,Bakken,Bakken,33-053-05455-0000,
33-053-05455-0000,2024-03-01,2024,Q1,G,2.138,HESS CORPORATION,Bakken,Bakken,33-053-05455-0000,
33-053-05455-0000,2024-05-01,2024,Q2,O,1541.203,HESS CORPORATION,Bakken,Bakken,33-053-05455-0000,
33-053-05455-0000,2024-10-01,2024,Q4,O,1459.296,HESS CORPORATION,Bakken,Bakken,33-053-05455-0000,
33-053-05455-0000,2024-12-01,2024,Q4,G,1031.7673,HESS CORPORATION,Bakken,Bakken,33-053-05455-0000,
33-053-05462-0000,2024-07-01,2024,Q3,O,1654.918,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05462-0000,
33-053-05462-0000,2024-08-01,2024,Q3,O,1639.502,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05462-0000,
33-053-05473-0000,2024-01-01,2024,Q1,O,1537.537,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05473-0000,
33-053-05473-0000,2024-02-01,2024,Q1,O,1422.429,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05473-0000,
33-053-05473-0000,2024-08-01,2024,Q3,O,1419.9969,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05473-0000,
33-053-05473-0000,2024-10-01,2024,Q4,G,1361.8297,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05473-0000,
33-053-05473-0000,2024-10-01,2024,Q4,O,1389.252,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05473-0000,
33-053-05473-0000,2024-12-01,2024,Q4,G,539.77032,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05473-0000,
33-053-05474-0000,2024-03-01,2024,Q1,G,646.43469,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05474-0000,
33-053-05474-0000,2024-09-01,2024,Q3,O,598.54102,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05474-0000,
33-053-05474-0000,2024-11-01,2024,Q4,G,598.08319,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05474-0000,
33-053-05475-0000,2024-02-01,2024,Q1,O,994.20898,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05475-0000,
33-053-05475-0000,2024-03-01,2024,Q1,G,907.112,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05475-0000,
33-053-05475-0000,2024-03-01,2024,Q1,O,1053.5551,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05475-0000,
33-053-05475-0000,2024-07-01,2024,Q3,G,179.40433,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05475-0000,
33-053-05475-0000,2024-08-01,2024,Q3,G,880.95667,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05475-0000,
33-053-05475-0000,2024-08-01,2024,Q3,O,1010.271,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05475-0000,
33-053-05475-0000,2024-09-01,2024,Q3,O,969.86401,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05475-0000,
33-053-05475-0000,2024-10-01,2024,Q4,O,993.97699,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05475-0000,
33-053-05495-0000,2024-04-01,2024,Q2,G,646.48969,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-05495-0000,
33-053-05496-0000,2024-06-01,2024,Q2,O,1139.0129,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05496-0000,
33-053-05496-0000,2024-09-01,2024,Q3,O,1115.366,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05496-0000,
33-053-05499-0000,2024-03-01,2024,Q1,G,374.46899,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05499-0000,
33-053-05499-0000,2024-07-01,2024,Q3,G,9.0071669,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05499-0000,
33-053-05499-0000,2024-10-01,2024,Q4,G,8.748333,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05499-0000,
33-053-05500-0000,2024-03-01,2024,Q1,G,18.6805,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05500-0000,
33-053-05500-0000,2024-06-01,2024,Q2,G,17.592167,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05500-0000,
33-053-05500-0000,2024-08-01,2024,Q3,G,17.849667,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05500-0000,
33-053-05500-0000,2024-12-01,2024,Q4,G,256.37885,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05500-0000,
33-053-05501-0000,2024-09-01,2024,Q3,G,70.541168,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-05501-0000,
33-053-05501-0000,2024-11-01,2024,Q4,O,1922.605,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-05501-0000,
33-053-05501-0000,2024-12-01,2024,Q4,G,71.949997,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-05501-0000,
33-053-05503-0000,2024-10-01,2024,Q4,G,55.9855,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-05503-0000,
33-053-05503-0000,2024-12-01,2024,Q4,G,55.549667,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-05503-0000,
33-053-05504-0000,2024-11-01,2024,Q4,G,8236.8076,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05504-0000,
33-053-05504-0000,2024-11-01,2024,Q4,O,4980.23,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05504-0000,
33-053-05518-0000,2024-01-01,2024,Q1,O,1176.7729,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05518-0000,
33-053-05518-0000,2024-03-01,2024,Q1,O,1153.293,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05518-0000,
33-053-05518-0000,2024-04-01,2024,Q2,G,41.117001,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05518-0000,
33-053-05518-0000,2024-11-01,2024,Q4,O,1031.798,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05518-0000,
33-053-05520-0000,2024-07-01,2024,Q3,O,3383.2029,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05520-0000,
33-053-05520-0000,2024-09-01,2024,Q3,O,3210.5969,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05520-0000,
33-053-05523-0000,2024-05-01,2024,Q2,G,31.346001,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05523-0000,
33-053-05524-0000,2024-01-01,2024,Q1,O,926.75702,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05524-0000,
33-053-05524-0000,2024-03-01,2024,Q1,G,58.167667,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05524-0000,
33-053-05524-0000,2024-04-01,2024,Q2,G,55.837002,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05524-0000,
33-053-05524-0000,2024-06-01,2024,Q2,O,848.09802,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05524-0000,
33-053-05524-0000,2024-09-01,2024,Q3,G,53.615166,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05524-0000,
33-053-05524-0000,2024-09-01,2024,Q3,O,820.56702,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05524-0000,
33-053-05524-0000,2024-10-01,2024,Q4,O,838.68799,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05524-0000,
33-053-05524-0000,2024-12-01,2024,Q4,G,54.096333,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05524-0000,
33-053-05525-0000,2024-06-01,2024,Q2,G,170.52966,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05525-0000,
33-053-05525-0000,2024-10-01,2024,Q4,G,169.08183,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05525-0000,
